anio,mes,cliente,producto,categoria,marca,cantidad_vendida,valor_venta,region,canal
2019,11,PLAZA VEA,Galletas Field,Bebidas,Nestlé,441,1541.19,Iquitos,Mayorista
2019,4,METRO,Casino Galleta,Higiene,Procter & Gamble,426,4429.27,Piura,Minorista
2022,6,MAYORISTA10,Galletas Field,Higiene,Nestlé,132,3438.45,Cusco,Mayorista
2025,7,MAYORISTA10,San Jorge Arroz,Alimentos,Alicorp,987,3192.2,Arequipa,Mayorista
2023,11,VIVANDA,San Jorge Arroz,Alimentos,Alicorp,387,1015.51,Iquitos,Mayorista
2019,7,METRO,San Jorge Arroz,Higiene,Procter & Gamble,758,3068.34,Arequipa,Mayorista
2021,10,METRO,Galletas Field,Limpieza,Procter & Gamble,548,3148.68,Piura,Tienda Independiente
2024,11,TOTTUS,Ariel Detergente,Higiene,Alicorp,693,2030.66,Piura,Minorista
2021,11,VIVANDA,Casino Galleta,Limpieza,Backus,755,1429.24,Piura,Minorista
2019,11,METRO,Dento,Bebidas,San Jorge,183,1853.91,Trujillo,Tienda Independiente
2023,11,METRO,Casino Galleta,Limpieza,Procter & Gamble,416,2210.38,Iquitos,Minorista
2023,10,VIVANDA,Casino Galleta,Higiene,Backus,1000,943.97,Piura,Mayorista
2021,4,WONG,Donofrio Helado,Bebidas,Alicorp,764,3356.6,Cusco,Supermercado
2024,9,MAYORISTA10,San Jorge Arroz,Higiene,San Jorge,870,4593.87,Lima,Tienda Independiente
2019,4,TOTTUS,Casino Galleta,Bebidas,Backus,86,4004.13,Cusco,Mayorista
2024,8,VIVANDA,Ariel Detergente,Alimentos,Nestlé,254,3900.53,Huancayo,Supermercado
2024,4,MAKRO,Gloria Leche,Limpieza,Backus,966,431.69,Cusco,Mayorista
2020,7,MAYORISTA10,Galletas Field,Limpieza,San Jorge,649,576.76,Cusco,Minorista
2019,12,MAYORISTA10,Dento,Alimentos,Nestlé,890,4042.56,Huancayo,Supermercado
2025,9,WONG,Galletas Field,Higiene,Gloria,498,3632.54,Arequipa,Minorista
2023,6,PLAZA VEA,San Jorge Arroz,Bebidas,Gloria,447,1105.42,Cusco,Minorista
2019,1,MAKRO,Gloria Leche,Limpieza,San Jorge,550,2399.33,Trujillo,Minorista
2020,11,PLAZA VEA,Dento,Alimentos,Procter & Gamble,149,4671.4,Trujillo,Minorista
2025,10,WONG,Dento,Alimentos,Procter & Gamble,554,3896.91,Iquitos,Tienda Independiente
2023,5,PLAZA VEA,San Jorge Arroz,Alimentos,San Jorge,60,1362.33,Huancayo,Mayorista
2022,5,VIVANDA,Dento,Higiene,Nestlé,761,1008.77,Chiclayo,Mayorista
2019,6,VIVANDA,Gloria Leche,Alimentos,Nestlé,548,3833.94,Cusco,Supermercado
2023,11,WONG,Inca Kola,Limpieza,Alicorp,234,2628.35,Huancayo,Supermercado
2025,3,VIVANDA,Donofrio Helado,Higiene,Backus,111,2890.59,Huancayo,Tienda Independiente
2021,10,TOTTUS,Gloria Leche,Alimentos,San Jorge,350,322.09,Piura,Supermercado
2021,1,WONG,Inca Kola,Alimentos,Procter & Gamble,894,1331.29,Huancayo,Minorista
2021,12,MAKRO,Galletas Field,Alimentos,Backus,595,4309.56,Piura,Supermercado
2020,7,WONG,Inca Kola,Bebidas,San Jorge,861,202.58,Chiclayo,Tienda Independiente
2025,1,VIVANDA,Inca Kola,Alimentos,Backus,114,1710.52,Trujillo,Minorista
2019,2,TOTTUS,Dento,Higiene,Backus,555,4914.49,Huancayo,Minorista
2023,3,PLAZA VEA,Dento,Higiene,Nestlé,837,694.78,Huancayo,Supermercado
2024,2,MAKRO,Ariel Detergente,Bebidas,Backus,626,3317.21,Cusco,Tienda Independiente
2025,11,WONG,Inca Kola,Limpieza,Procter & Gamble,433,1751.35,Cusco,Tienda Independiente
2022,8,METRO,San Jorge Arroz,Alimentos,Procter & Gamble,95,4482.65,Cusco,Tienda Independiente
2019,10,PLAZA VEA,Gloria Leche,Limpieza,San Jorge,439,2763.55,Huancayo,Mayorista
2025,1,TOTTUS,Gloria Leche,Alimentos,Backus,571,3867.02,Piura,Minorista
2025,8,MAYORISTA10,Casino Galleta,Limpieza,Backus,488,4387.69,Chiclayo,Tienda Independiente
2022,6,TOTTUS,Ariel Detergente,Bebidas,Nestlé,29,2052.76,Arequipa,Minorista
2022,5,PLAZA VEA,Casino Galleta,Bebidas,Backus,806,266.15,Chiclayo,Minorista
2021,11,METRO,San Jorge Arroz,Alimentos,Alicorp,103,1739.41,Iquitos,Supermercado
2021,12,PLAZA VEA,Donofrio Helado,Limpieza,San Jorge,428,1021.08,Trujillo,Minorista
2022,3,PLAZA VEA,Dento,Limpieza,Alicorp,45,2050.35,Iquitos,Minorista
2024,3,MAYORISTA10,San Jorge Arroz,Higiene,Backus,717,4406.82,Huancayo,Minorista
2024,12,VIVANDA,Donofrio Helado,Alimentos,Gloria,601,4833.56,Lima,Minorista
2023,6,PLAZA VEA,Galletas Field,Higiene,Gloria,420,3347.99,Lima,Minorista
2022,12,WONG,Ariel Detergente,Higiene,San Jorge,640,4430.34,Huancayo,Mayorista
2023,12,MAYORISTA10,Donofrio Helado,Limpieza,Procter & Gamble,141,9.96,Arequipa,Tienda Independiente
2024,5,VIVANDA,Donofrio Helado,Bebidas,Alicorp,722,1129.25,Chiclayo,Supermercado
2025,4,MAYORISTA10,Galletas Field,Limpieza,Procter & Gamble,143,1619.85,Arequipa,Tienda Independiente
2021,3,VIVANDA,Donofrio Helado,Higiene,Procter & Gamble,626,2803.2,Iquitos,Supermercado
2019,4,PLAZA VEA,Donofrio Helado,Higiene,Alicorp,197,3483.6,Trujillo,Supermercado
2021,5,MAYORISTA10,Ariel Detergente,Bebidas,Alicorp,181,4862.63,Trujillo,Mayorista
2022,7,MAYORISTA10,Dento,Alimentos,Gloria,24,1672.36,Cusco,Tienda Independiente
2025,2,TOTTUS,Inca Kola,Limpieza,Alicorp,481,2937.79,Arequipa,Minorista
2022,9,MAKRO,San Jorge Arroz,Higiene,Nestlé,692,1422.68,Piura,Supermercado
2019,3,MAYORISTA10,Ariel Detergente,Higiene,Gloria,718,3165.56,Arequipa,Supermercado
2022,10,VIVANDA,Ariel Detergente,Bebidas,Gloria,857,213.79,Chiclayo,Tienda Independiente
2023,12,TOTTUS,Gloria Leche,Limpieza,Gloria,521,1983.25,Arequipa,Supermercado
2025,10,WONG,San Jorge Arroz,Bebidas,San Jorge,126,286.1,Lima,Tienda Independiente
2024,1,MAYORISTA10,Gloria Leche,Limpieza,Alicorp,756,199.26,Lima,Supermercado
2020,12,VIVANDA,Donofrio Helado,Alimentos,Nestlé,366,344.13,Iquitos,Supermercado
2022,12,VIVANDA,Donofrio Helado,Bebidas,Nestlé,621,2364.09,Lima,Minorista
2022,10,MAKRO,Casino Galleta,Alimentos,Procter & Gamble,366,4756.66,Lima,Minorista
2020,7,PLAZA VEA,Gloria Leche,Higiene,Backus,546,3206.54,Iquitos,Tienda Independiente
2021,2,WONG,Dento,Limpieza,Nestlé,370,2374.95,Piura,Minorista
2022,1,WONG,Ariel Detergente,Higiene,Alicorp,296,3399.96,Lima,Tienda Independiente
2023,1,MAKRO,San Jorge Arroz,Alimentos,Nestlé,338,3965.81,Chiclayo,Tienda Independiente
2019,1,WONG,San Jorge Arroz,Bebidas,San Jorge,229,2041.93,Huancayo,Minorista
2025,2,MAYORISTA10,Inca Kola,Bebidas,Backus,401,1583.26,Piura,Mayorista
2020,2,MAKRO,Gloria Leche,Higiene,Nestlé,571,2034.16,Trujillo,Minorista
2019,11,MAKRO,Ariel Detergente,Bebidas,Procter & Gamble,584,1618.15,Huancayo,Supermercado
2024,11,VIVANDA,Casino Galleta,Alimentos,Alicorp,125,4237.52,Cusco,Mayorista
2025,3,METRO,Ariel Detergente,Higiene,San Jorge,171,4400.55,Piura,Minorista
2025,2,PLAZA VEA,Casino Galleta,Higiene,Alicorp,787,139.77,Iquitos,Supermercado
2023,3,PLAZA VEA,Ariel Detergente,Bebidas,Procter & Gamble,93,465.13,Iquitos,Mayorista
2019,10,MAKRO,Galletas Field,Alimentos,San Jorge,740,2685.2,Iquitos,Tienda Independiente
2024,5,MAKRO,Casino Galleta,Alimentos,Gloria,381,4906.77,Chiclayo,Minorista
2019,5,VIVANDA,Ariel Detergente,Bebidas,Nestlé,792,716.68,Huancayo,Minorista
2023,6,METRO,Inca Kola,Alimentos,Alicorp,705,2791.51,Iquitos,Tienda Independiente
2021,10,MAYORISTA10,Ariel Detergente,Higiene,Procter & Gamble,372,2123.67,Iquitos,Supermercado
2024,5,WONG,Dento,Higiene,Nestlé,866,1609.68,Piura,Tienda Independiente
2019,5,METRO,Gloria Leche,Higiene,Gloria,772,151.2,Lima,Mayorista
2019,9,MAYORISTA10,Casino Galleta,Bebidas,Nestlé,478,2940.11,Lima,Mayorista
2021,1,PLAZA VEA,Inca Kola,Bebidas,Gloria,575,340.61,Chiclayo,Supermercado
2020,2,MAKRO,Galletas Field,Alimentos,Alicorp,997,1078.52,Chiclayo,Minorista
2021,8,MAYORISTA10,Gloria Leche,Alimentos,Backus,593,4335.03,Piura,Tienda Independiente
2024,2,PLAZA VEA,Galletas Field,Bebidas,San Jorge,447,1270.81,Chiclayo,Minorista
2019,5,TOTTUS,Donofrio Helado,Higiene,Nestlé,674,1642.57,Huancayo,Mayorista
2021,9,PLAZA VEA,Donofrio Helado,Limpieza,Alicorp,43,1617.29,Arequipa,Minorista
2023,6,TOTTUS,San Jorge Arroz,Higiene,Backus,568,4253.03,Cusco,Supermercado
2022,4,WONG,Gloria Leche,Bebidas,Alicorp,140,998.9,Arequipa,Mayorista
2025,1,PLAZA VEA,Donofrio Helado,Bebidas,Backus,723,1377.52,Lima,Minorista
2024,6,PLAZA VEA,Ariel Detergente,Bebidas,Alicorp,615,2777.14,Arequipa,Minorista
2023,11,PLAZA VEA,Dento,Limpieza,Nestlé,206,3589.04,Iquitos,Minorista
2020,12,METRO,Dento,Bebidas,San Jorge,570,295.94,Trujillo,Supermercado
2025,5,WONG,Dento,Bebidas,Nestlé,138,2121.94,Lima,Mayorista
2023,10,TOTTUS,Casino Galleta,Limpieza,Procter & Gamble,525,3957.6,Piura,Mayorista
2021,4,TOTTUS,San Jorge Arroz,Alimentos,Backus,863,1832.91,Trujillo,Mayorista
2024,6,VIVANDA,San Jorge Arroz,Alimentos,Nestlé,465,1247.33,Iquitos,Minorista
2021,2,METRO,San Jorge Arroz,Higiene,Alicorp,632,3345.19,Iquitos,Minorista
2023,1,TOTTUS,Ariel Detergente,Alimentos,San Jorge,203,3106.08,Chiclayo,Supermercado
2021,9,MAKRO,Dento,Limpieza,Alicorp,95,3964.41,Chiclayo,Mayorista
2020,3,VIVANDA,Donofrio Helado,Bebidas,Gloria,884,317.08,Trujillo,Minorista
2019,3,VIVANDA,Dento,Alimentos,San Jorge,350,2865.58,Huancayo,Mayorista
2021,5,VIVANDA,Ariel Detergente,Limpieza,Procter & Gamble,531,3508.12,Chiclayo,Mayorista
2023,5,VIVANDA,Inca Kola,Limpieza,San Jorge,803,3209.51,Piura,Supermercado
2025,12,MAKRO,San Jorge Arroz,Higiene,San Jorge,245,1862.57,Piura,Minorista
2022,8,TOTTUS,Inca Kola,Alimentos,Backus,150,1136.88,Lima,Tienda Independiente
2025,3,METRO,Inca Kola,Bebidas,Gloria,784,886.4,Cusco,Tienda Independiente
2023,3,VIVANDA,Donofrio Helado,Limpieza,Procter & Gamble,102,2949.08,Cusco,Tienda Independiente
2019,2,METRO,Casino Galleta,Bebidas,Procter & Gamble,50,2675.49,Chiclayo,Minorista
2022,9,WONG,Ariel Detergente,Bebidas,San Jorge,640,258.69,Lima,Supermercado
2021,8,MAYORISTA10,Dento,Bebidas,San Jorge,254,4774.52,Trujillo,Tienda Independiente
2021,2,VIVANDA,Donofrio Helado,Higiene,San Jorge,302,2136.91,Piura,Minorista
2020,6,MAKRO,Gloria Leche,Alimentos,Gloria,845,2868.54,Huancayo,Tienda Independiente
2024,9,TOTTUS,Donofrio Helado,Bebidas,Alicorp,345,3194.09,Iquitos,Minorista
2019,10,MAYORISTA10,Galletas Field,Alimentos,Nestlé,115,4023.27,Trujillo,Minorista
2025,12,VIVANDA,Inca Kola,Alimentos,Gloria,632,3873.27,Chiclayo,Minorista
2019,5,VIVANDA,Dento,Bebidas,San Jorge,207,3176.08,Cusco,Supermercado
2021,2,PLAZA VEA,Inca Kola,Alimentos,Alicorp,842,2054.07,Chiclayo,Minorista
2020,1,MAKRO,Casino Galleta,Limpieza,Gloria,265,4310.23,Trujillo,Supermercado
2024,2,WONG,San Jorge Arroz,Bebidas,Nestlé,176,2084.07,Huancayo,Mayorista
2019,10,MAYORISTA10,Casino Galleta,Bebidas,Nestlé,552,4966.16,Arequipa,Tienda Independiente
2025,11,MAYORISTA10,Donofrio Helado,Bebidas,Alicorp,800,2858.44,Chiclayo,Supermercado
2023,12,TOTTUS,Galletas Field,Limpieza,Nestlé,566,3935.09,Arequipa,Supermercado
2020,11,TOTTUS,Galletas Field,Higiene,Procter & Gamble,423,1259.04,Cusco,Mayorista
2022,6,PLAZA VEA,Casino Galleta,Bebidas,Gloria,566,1919.21,Cusco,Mayorista
2024,5,TOTTUS,Ariel Detergente,Higiene,Procter & Gamble,777,3357.86,Huancayo,Supermercado
2021,10,MAKRO,Galletas Field,Limpieza,Gloria,341,2459.74,Lima,Tienda Independiente
2023,11,TOTTUS,San Jorge Arroz,Alimentos,San Jorge,924,3931.54,Trujillo,Mayorista
2024,3,MAKRO,San Jorge Arroz,Bebidas,Alicorp,416,3246.87,Lima,Tienda Independiente
2025,5,WONG,Ariel Detergente,Bebidas,Alicorp,543,1119.17,Piura,Supermercado
2024,11,WONG,Inca Kola,Alimentos,Nestlé,860,3508.55,Lima,Minorista
2023,10,WONG,Inca Kola,Alimentos,Gloria,330,3900.57,Iquitos,Tienda Independiente
2022,6,METRO,Galletas Field,Limpieza,Procter & Gamble,755,1102.59,Piura,Tienda Independiente
2024,6,MAKRO,Galletas Field,Bebidas,Backus,685,1944.61,Lima,Minorista
2024,6,VIVANDA,Dento,Higiene,Gloria,241,2876.36,Trujillo,Minorista
2024,12,PLAZA VEA,Galletas Field,Alimentos,San Jorge,524,1348.59,Iquitos,Tienda Independiente
2019,8,METRO,Inca Kola,Alimentos,Gloria,510,1917.56,Lima,Mayorista
2019,1,VIVANDA,San Jorge Arroz,Higiene,Procter & Gamble,341,3069.48,Chiclayo,Minorista
2021,1,PLAZA VEA,Dento,Bebidas,Procter & Gamble,966,3589.67,Huancayo,Mayorista
2024,12,MAYORISTA10,San Jorge Arroz,Bebidas,Procter & Gamble,561,3285.64,Cusco,Supermercado
2019,8,MAKRO,Donofrio Helado,Bebidas,Nestlé,480,4321.56,Huancayo,Mayorista
2019,8,MAYORISTA10,San Jorge Arroz,Higiene,Nestlé,955,704.32,Piura,Tienda Independiente
2024,5,VIVANDA,Galletas Field,Alimentos,Procter & Gamble,94,4547.68,Iquitos,Supermercado
2024,6,TOTTUS,Dento,Higiene,San Jorge,866,3845.94,Trujillo,Supermercado
2023,8,TOTTUS,Gloria Leche,Bebidas,Procter & Gamble,146,4412.68,Arequipa,Mayorista
2023,12,PLAZA VEA,Donofrio Helado,Bebidas,Procter & Gamble,866,3016.53,Huancayo,Supermercado
2021,9,MAKRO,Ariel Detergente,Higiene,San Jorge,674,2167.76,Piura,Tienda Independiente
2019,3,VIVANDA,Galletas Field,Bebidas,Alicorp,973,1560.43,Huancayo,Mayorista
2020,5,METRO,Ariel Detergente,Alimentos,Nestlé,553,4577.64,Lima,Supermercado
2023,12,TOTTUS,Galletas Field,Limpieza,Procter & Gamble,262,4255.59,Piura,Tienda Independiente
2023,12,WONG,Inca Kola,Alimentos,San Jorge,408,495.25,Arequipa,Minorista
2021,4,MAKRO,Galletas Field,Limpieza,San Jorge,500,4828.2,Cusco,Tienda Independiente
2025,7,MAYORISTA10,Gloria Leche,Alimentos,San Jorge,18,4176.79,Chiclayo,Tienda Independiente
2019,1,TOTTUS,Casino Galleta,Limpieza,Backus,592,1889.03,Chiclayo,Mayorista
2024,12,TOTTUS,Gloria Leche,Limpieza,Alicorp,587,1117.13,Trujillo,Mayorista
2019,5,METRO,Donofrio Helado,Limpieza,Nestlé,551,4051.44,Lima,Tienda Independiente
2024,11,PLAZA VEA,Donofrio Helado,Alimentos,Gloria,530,1789.08,Huancayo,Minorista
2024,7,WONG,Dento,Bebidas,Backus,743,2163.43,Trujillo,Tienda Independiente
2019,9,MAYORISTA10,Ariel Detergente,Higiene,Alicorp,579,889.93,Iquitos,Mayorista
2025,12,WONG,Donofrio Helado,Bebidas,Nestlé,969,4685.21,Cusco,Tienda Independiente
2025,4,VIVANDA,San Jorge Arroz,Higiene,Gloria,689,1050.31,Arequipa,Tienda Independiente
2024,9,MAYORISTA10,Inca Kola,Higiene,San Jorge,699,4914.79,Lima,Supermercado
2022,12,MAKRO,San Jorge Arroz,Alimentos,Backus,567,4257.44,Iquitos,Minorista
2022,8,MAYORISTA10,Dento,Limpieza,Nestlé,570,1367.84,Iquitos,Tienda Independiente
2025,11,WONG,Casino Galleta,Higiene,Nestlé,69,1169.89,Trujillo,Mayorista
2024,3,TOTTUS,Dento,Limpieza,San Jorge,403,1662.25,Arequipa,Supermercado
2022,2,WONG,Ariel Detergente,Bebidas,Procter & Gamble,732,1384.81,Iquitos,Minorista
2023,9,VIVANDA,Inca Kola,Alimentos,San Jorge,538,1121.3,Arequipa,Tienda Independiente
2025,5,METRO,Gloria Leche,Alimentos,Alicorp,954,3118.1,Iquitos,Supermercado
2022,2,MAYORISTA10,Donofrio Helado,Limpieza,Alicorp,850,3413.78,Piura,Tienda Independiente
2021,10,WONG,Dento,Higiene,Nestlé,260,955.57,Arequipa,Mayorista
2019,5,MAKRO,San Jorge Arroz,Limpieza,Alicorp,261,1114.15,Trujillo,Minorista
2022,4,MAYORISTA10,Casino Galleta,Bebidas,Gloria,770,4297.09,Trujillo,Supermercado
2024,7,METRO,Donofrio Helado,Higiene,Procter & Gamble,493,439.6,Trujillo,Tienda Independiente
2020,2,WONG,Ariel Detergente,Bebidas,Alicorp,940,2052.43,Iquitos,Tienda Independiente
2020,2,MAYORISTA10,Galletas Field,Bebidas,Backus,802,4196.66,Trujillo,Tienda Independiente
2020,6,PLAZA VEA,San Jorge Arroz,Bebidas,Gloria,562,1389.64,Arequipa,Minorista
2023,12,VIVANDA,Gloria Leche,Bebidas,San Jorge,607,4081.3,Trujillo,Minorista
2022,11,PLAZA VEA,San Jorge Arroz,Limpieza,Procter & Gamble,648,2764.47,Huancayo,Minorista
2021,11,TOTTUS,Galletas Field,Higiene,Alicorp,464,3136.47,Lima,Mayorista
2021,8,METRO,Ariel Detergente,Alimentos,Backus,215,948.52,Lima,Mayorista
2024,12,PLAZA VEA,Ariel Detergente,Bebidas,Alicorp,535,623.56,Chiclayo,Supermercado
2025,6,WONG,Ariel Detergente,Limpieza,San Jorge,229,2951.63,Piura,Mayorista
2021,1,MAKRO,Galletas Field,Alimentos,Backus,687,956.65,Chiclayo,Mayorista
2019,1,MAKRO,Gloria Leche,Bebidas,Backus,109,4285.91,Piura,Tienda Independiente
2024,10,WONG,Galletas Field,Higiene,Gloria,749,3789.96,Trujillo,Minorista
2020,10,VIVANDA,Gloria Leche,Higiene,Alicorp,936,2563.12,Chiclayo,Mayorista
2020,6,VIVANDA,San Jorge Arroz,Bebidas,San Jorge,294,4382.54,Lima,Mayorista
2023,3,VIVANDA,Dento,Higiene,Alicorp,288,3163.22,Iquitos,Tienda Independiente
2021,2,PLAZA VEA,Dento,Higiene,Nestlé,353,3295.98,Iquitos,Minorista
2021,5,VIVANDA,Casino Galleta,Limpieza,Alicorp,419,2611.29,Arequipa,Tienda Independiente
2020,6,METRO,Casino Galleta,Limpieza,Backus,835,1738.57,Arequipa,Tienda Independiente
2020,8,TOTTUS,Donofrio Helado,Bebidas,Procter & Gamble,339,2736.98,Lima,Mayorista
2019,1,MAYORISTA10,Donofrio Helado,Alimentos,Nestlé,148,100.28,Iquitos,Minorista
2024,12,PLAZA VEA,Gloria Leche,Limpieza,Backus,324,4527.65,Huancayo,Minorista
2024,5,MAYORISTA10,Donofrio Helado,Higiene,Alicorp,637,1532.57,Trujillo,Mayorista
2023,9,MAKRO,Donofrio Helado,Higiene,Gloria,397,536.07,Iquitos,Mayorista
2019,8,MAKRO,Casino Galleta,Alimentos,Nestlé,714,2309.42,Cusco,Tienda Independiente
2019,8,MAYORISTA10,Dento,Limpieza,Backus,542,3716.29,Lima,Tienda Independiente
2023,6,WONG,Ariel Detergente,Limpieza,Procter & Gamble,250,1739.01,Iquitos,Supermercado
2024,9,MAYORISTA10,San Jorge Arroz,Alimentos,Alicorp,561,3073.01,Huancayo,Tienda Independiente
2024,1,TOTTUS,Galletas Field,Bebidas,Alicorp,396,2398.92,Chiclayo,Minorista
2021,10,VIVANDA,Inca Kola,Higiene,Gloria,778,910.03,Piura,Mayorista
2023,7,MAYORISTA10,Casino Galleta,Higiene,Alicorp,800,1908.28,Trujillo,Tienda Independiente
2020,6,VIVANDA,Gloria Leche,Limpieza,Procter & Gamble,382,4589.67,Arequipa,Mayorista
2024,2,MAKRO,Gloria Leche,Higiene,Backus,53,4992.71,Chiclayo,Mayorista
2022,11,TOTTUS,Dento,Higiene,Backus,947,1335.79,Chiclayo,Tienda Independiente
2022,2,TOTTUS,Galletas Field,Higiene,Gloria,506,4938.03,Arequipa,Tienda Independiente
2021,1,TOTTUS,Inca Kola,Limpieza,Procter & Gamble,51,2831.52,Lima,Minorista
2020,3,MAYORISTA10,San Jorge Arroz,Higiene,San Jorge,222,2860.03,Chiclayo,Tienda Independiente
2023,9,PLAZA VEA,Dento,Alimentos,San Jorge,512,1767.2,Chiclayo,Mayorista
2024,8,TOTTUS,Inca Kola,Bebidas,Backus,418,3385.63,Chiclayo,Supermercado
2019,8,METRO,Galletas Field,Bebidas,Procter & Gamble,242,4089.12,Lima,Mayorista
2023,12,MAKRO,Inca Kola,Limpieza,Backus,498,2255.57,Iquitos,Supermercado
2023,7,MAYORISTA10,Ariel Detergente,Higiene,Gloria,301,2997.69,Piura,Supermercado
2025,2,METRO,San Jorge Arroz,Bebidas,Gloria,10,897.49,Cusco,Tienda Independiente
2019,7,WONG,Casino Galleta,Bebidas,Gloria,51,4340.47,Piura,Tienda Independiente
2021,1,WONG,Dento,Higiene,Nestlé,550,3577.9,Cusco,Minorista
2023,6,MAKRO,San Jorge Arroz,Alimentos,Procter & Gamble,861,1782.44,Chiclayo,Minorista
2020,8,TOTTUS,Galletas Field,Bebidas,Procter & Gamble,704,2537.55,Piura,Minorista
2023,7,MAKRO,Inca Kola,Higiene,San Jorge,730,83.83,Arequipa,Minorista
2022,4,PLAZA VEA,Ariel Detergente,Bebidas,Procter & Gamble,197,3922.98,Chiclayo,Tienda Independiente
2022,2,VIVANDA,San Jorge Arroz,Bebidas,Alicorp,847,213.97,Cusco,Supermercado
2021,7,PLAZA VEA,Ariel Detergente,Limpieza,Backus,291,4032.47,Chiclayo,Supermercado
2020,9,VIVANDA,Galletas Field,Limpieza,Backus,882,643.25,Trujillo,Minorista
2021,2,MAYORISTA10,Donofrio Helado,Alimentos,Alicorp,239,4662.71,Chiclayo,Mayorista
2025,12,PLAZA VEA,Donofrio Helado,Limpieza,Gloria,756,3097.11,Lima,Supermercado
2019,11,TOTTUS,Donofrio Helado,Bebidas,Backus,138,2957.14,Piura,Supermercado
2021,4,PLAZA VEA,Inca Kola,Alimentos,Nestlé,830,891.79,Chiclayo,Minorista
2023,11,WONG,San Jorge Arroz,Bebidas,Procter & Gamble,886,4491.35,Chiclayo,Tienda Independiente
2024,1,MAKRO,Galletas Field,Limpieza,San Jorge,770,1838.5,Arequipa,Supermercado
2022,6,WONG,Donofrio Helado,Bebidas,Alicorp,325,1735.82,Lima,Tienda Independiente
2023,8,PLAZA VEA,Casino Galleta,Higiene,Procter & Gamble,808,1948.75,Cusco,Minorista
2024,9,WONG,Inca Kola,Alimentos,Nestlé,919,4078.03,Cusco,Supermercado
2019,12,PLAZA VEA,San Jorge Arroz,Bebidas,Backus,757,668.78,Chiclayo,Supermercado
2022,8,TOTTUS,Casino Galleta,Alimentos,Procter & Gamble,445,3029.41,Arequipa,Mayorista
2025,6,METRO,Dento,Bebidas,San Jorge,78,1711.84,Iquitos,Tienda Independiente
2021,10,TOTTUS,Donofrio Helado,Bebidas,Nestlé,744,4933.45,Trujillo,Minorista
2020,1,TOTTUS,Galletas Field,Bebidas,Backus,62,2390.75,Huancayo,Tienda Independiente
2019,4,PLAZA VEA,Ariel Detergente,Limpieza,Backus,459,482.7,Arequipa,Mayorista
2019,5,WONG,San Jorge Arroz,Alimentos,Backus,855,1706.75,Cusco,Supermercado
2021,5,MAYORISTA10,Ariel Detergente,Higiene,San Jorge,388,3972.18,Iquitos,Minorista
2019,9,WONG,Ariel Detergente,Bebidas,Nestlé,342,3480.86,Piura,Minorista
2023,5,VIVANDA,San Jorge Arroz,Limpieza,Alicorp,754,147.15,Trujillo,Mayorista
2024,5,MAYORISTA10,Inca Kola,Alimentos,Procter & Gamble,186,2030.08,Piura,Supermercado
2020,2,WONG,Donofrio Helado,Higiene,San Jorge,772,293.2,Trujillo,Mayorista
2022,11,VIVANDA,Donofrio Helado,Alimentos,Nestlé,41,3177.48,Trujillo,Mayorista
2024,1,MAYORISTA10,Casino Galleta,Alimentos,Procter & Gamble,656,2966.81,Huancayo,Tienda Independiente
2020,5,PLAZA VEA,Dento,Higiene,Backus,634,889.59,Trujillo,Minorista
2021,1,TOTTUS,Galletas Field,Limpieza,Nestlé,796,3041.87,Arequipa,Tienda Independiente
2021,10,TOTTUS,Dento,Alimentos,Alicorp,419,1057.14,Arequipa,Mayorista
2021,2,METRO,Galletas Field,Higiene,San Jorge,704,3885.82,Arequipa,Mayorista
2025,7,METRO,Galletas Field,Alimentos,Procter & Gamble,417,1000.34,Piura,Supermercado
2020,2,TOTTUS,Dento,Limpieza,Procter & Gamble,548,2851.75,Iquitos,Minorista
2019,3,MAKRO,Casino Galleta,Bebidas,Alicorp,880,2329.6,Trujillo,Mayorista
2022,8,METRO,Gloria Leche,Higiene,Alicorp,98,1375.01,Piura,Tienda Independiente
2021,7,MAYORISTA10,Galletas Field,Bebidas,San Jorge,559,4516.25,Arequipa,Tienda Independiente
2025,12,VIVANDA,Gloria Leche,Alimentos,Procter & Gamble,724,4674.37,Lima,Minorista
2024,2,WONG,Donofrio Helado,Limpieza,Procter & Gamble,916,4972.2,Cusco,Minorista
2021,3,MAYORISTA10,Donofrio Helado,Bebidas,San Jorge,203,2859.89,Chiclayo,Mayorista
2021,5,WONG,Ariel Detergente,Bebidas,Nestlé,556,4029.89,Iquitos,Tienda Independiente
2022,4,MAKRO,Inca Kola,Bebidas,Alicorp,217,4542.04,Iquitos,Minorista
2022,3,VIVANDA,Ariel Detergente,Bebidas,Alicorp,94,4318.06,Huancayo,Supermercado
2021,11,METRO,Dento,Higiene,Gloria,230,4196.54,Trujillo,Supermercado
2019,2,PLAZA VEA,Ariel Detergente,Bebidas,Procter & Gamble,375,2430.09,Cusco,Mayorista
2024,6,WONG,Gloria Leche,Higiene,Procter & Gamble,228,1290.21,Cusco,Minorista
2021,1,TOTTUS,Donofrio Helado,Higiene,Nestlé,971,4349.72,Chiclayo,Mayorista
2023,1,TOTTUS,Inca Kola,Alimentos,Backus,69,4951.16,Iquitos,Supermercado
2021,6,MAKRO,Galletas Field,Alimentos,Gloria,828,184.87,Arequipa,Supermercado
2023,1,MAKRO,Galletas Field,Alimentos,San Jorge,359,3519.56,Arequipa,Tienda Independiente
